shipment_id,direction,origin_type,origin_id,dest_type,dest_id,status,dispatch_dt,eta_dt,depot_id,site_id
SHP-008-2,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-008,Delivered,2025-07-12,2025-07-18,DEPOT-NJ,SITE-008
SHP-008-3,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-008,Delivered,2025-09-25,2025-09-30,DEPOT-NJ,SITE-008
SHP-008-3,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-008,Quarantined,2025-09-10,2025-09-19,DEPOT-NJ,SITE-008
SHP-009-1,OUTBOUND,DEPOT,DEPOT-BLR,SITE,SITE-009,Quarantined,2025-07-15,2025-07-27,DEPOT-BLR,SITE-009
SHP-009-1,OUTBOUND,DEPOT,DEPOT-BLR,SITE,SITE-009,Quarantined,2025-07-05,2025-07-14,DEPOT-BLR,SITE-009
SHP-009-1,OUTBOUND,DEPOT,DEPOT-BLR,SITE,SITE-009,Quarantined,2025-07-05,2025-07-18,DEPOT-BLR,SITE-009
SHP-009-2,OUTBOUND,DEPOT,DEPOT-BLR,SITE,SITE-009,Quarantined,2025-07-19,2025-07-24,DEPOT-BLR,SITE-009
SHP-009-2,OUTBOUND,DEPOT,DEPOT-BLR,SITE,SITE-009,Delivered,2025-08-05,2025-08-12,DEPOT-BLR,SITE-009
SHP-009-2,OUTBOUND,DEPOT,DEPOT-BLR,SITE,SITE-009,Quarantined,2025-07-31,2025-08-07,DEPOT-BLR,SITE-009
SHP-009-3,OUTBOUND,DEPOT,DEPOT-BLR,SITE,SITE-009,Quarantined,2025-09-24,2025-10-05,DEPOT-BLR,SITE-009
SHP-009-3,OUTBOUND,DEPOT,DEPOT-BLR,SITE,SITE-009,Quarantined,2025-09-13,2025-09-19,DEPOT-BLR,SITE-009
SHP-009-3,OUTBOUND,DEPOT,DEPOT-BLR,SITE,SITE-009,Quarantined,2025-10-07,2025-10-12,DEPOT-BLR,SITE-009
SHP-010-1,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-010,Quarantined,2025-07-15,2025-07-23,DEPOT-TYO,SITE-010
SHP-010-1,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-010,Quarantined,2025-07-18,2025-07-27,DEPOT-TYO,SITE-010
SHP-010-1,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-010,Quarantined,2025-08-01,2025-08-06,DEPOT-TYO,SITE-010
SHP-010-2,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-010,In Transit,2025-07-31,2025-08-10,DEPOT-TYO,SITE-010
SHP-010-2,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-010,Delivered,2025-08-08,2025-08-13,DEPOT-TYO,SITE-010
SHP-010-2,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-010,Quarantined,2025-08-17,2025-08-27,DEPOT-TYO,SITE-010
SHP-010-3,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-010,Quarantined,2025-10-05,2025-10-10,DEPOT-TYO,SITE-010
SHP-010-3,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-010,Delivered,2025-10-07,2025-10-15,DEPOT-TYO,SITE-010
SHP-010-3,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-010,Quarantined,2025-10-07,2025-10-20,DEPOT-TYO,SITE-010
SHP-011-1,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-011,Delivered,2025-07-28,2025-08-07,DEPOT-NJ,SITE-011
SHP-011-1,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-011,In Transit,2025-07-09,2025-07-20,DEPOT-NJ,SITE-011
SHP-011-1,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-011,Delivered,2025-07-13,2025-07-26,DEPOT-NJ,SITE-011
SHP-011-2,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-011,Quarantined,2025-07-28,2025-08-04,DEPOT-NJ,SITE-011
SHP-011-2,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-011,Delivered,2025-06-26,2025-07-07,DEPOT-NJ,SITE-011
SHP-011-2,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-011,Quarantined,2025-07-25,2025-08-03,DEPOT-NJ,SITE-011
SHP-011-3,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-011,Delivered,2025-09-22,2025-10-03,DEPOT-NJ,SITE-011
SHP-011-3,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-011,Delivered,2025-09-24,2025-09-30,DEPOT-NJ,SITE-011
SHP-011-3,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-011,Delivered,2025-10-04,2025-10-15,DEPOT-NJ,SITE-011
SHP-012-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-012,Delivered,2025-07-31,2025-08-12,DEPOT-HH,SITE-012
SHP-012-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-012,In Transit,2025-07-17,2025-07-22,DEPOT-HH,SITE-012
SHP-012-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-012,Delivered,2025-07-09,2025-07-18,DEPOT-HH,SITE-012
SHP-012-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-012,Quarantined,2025-08-02,2025-08-09,DEPOT-HH,SITE-012
SHP-012-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-012,Delivered,2025-07-15,2025-07-20,DEPOT-HH,SITE-012
SHP-012-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-012,Delivered,2025-07-03,2025-07-10,DEPOT-HH,SITE-012
SHP-012-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-012,Delivered,2025-10-05,2025-10-17,DEPOT-HH,SITE-012
SHP-012-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-012,Delivered,2025-08-23,2025-08-29,DEPOT-HH,SITE-012
SHP-012-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-012,In Transit,2025-09-13,2025-09-24,DEPOT-HH,SITE-012
SHP-013-1,OUTBOUND,DEPOT,DEPOT-BLR,SITE,SITE-013,Quarantined,2025-06-30,2025-07-11,DEPOT-BLR,SITE-013
SHP-013-1,OUTBOUND,DEPOT,DEPOT-BLR,SITE,SITE-013,Delivered,2025-08-01,2025-08-12,DEPOT-BLR,SITE-013
SHP-013-1,OUTBOUND,DEPOT,DEPOT-BLR,SITE,SITE-013,Quarantined,2025-07-26,2025-08-01,DEPOT-BLR,SITE-013
SHP-013-2,OUTBOUND,DEPOT,DEPOT-BLR,SITE,SITE-013,In Transit,2025-08-02,2025-08-09,DEPOT-BLR,SITE-013
SHP-013-2,OUTBOUND,DEPOT,DEPOT-BLR,SITE,SITE-013,Quarantined,2025-07-24,2025-08-04,DEPOT-BLR,SITE-013
SHP-013-2,OUTBOUND,DEPOT,DEPOT-BLR,SITE,SITE-013,Delivered,2025-08-02,2025-08-13,DEPOT-BLR,SITE-013
SHP-013-3,OUTBOUND,DEPOT,DEPOT-BLR,SITE,SITE-013,Quarantined,2025-09-11,2025-09-21,DEPOT-BLR,SITE-013
SHP-013-3,OUTBOUND,DEPOT,DEPOT-BLR,SITE,SITE-013,Quarantined,2025-09-21,2025-10-02,DEPOT-BLR,SITE-013
SHP-013-3,OUTBOUND,DEPOT,DEPOT-BLR,SITE,SITE-013,Quarantined,2025-10-08,2025-10-20,DEPOT-BLR,SITE-013
SHP-014-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-014,Quarantined,2025-07-10,2025-07-16,DEPOT-HH,SITE-014
SHP-014-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-014,Delivered,2025-07-18,2025-07-24,DEPOT-HH,SITE-014
SHP-014-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-014,Delivered,2025-07-31,2025-08-11,DEPOT-HH,SITE-014
SHP-014-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-014,Delivered,2025-07-30,2025-08-08,DEPOT-HH,SITE-014
SHP-014-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-014,In Transit,2025-08-09,2025-08-19,DEPOT-HH,SITE-014
SHP-014-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-014,Quarantined,2025-08-12,2025-08-23,DEPOT-HH,SITE-014
SHP-014-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-014,Quarantined,2025-10-13,2025-10-22,DEPOT-HH,SITE-014
SHP-014-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-014,In Transit,2025-09-19,2025-10-02,DEPOT-HH,SITE-014
SHP-014-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-014,In Transit,2025-09-01,2025-09-13,DEPOT-HH,SITE-014
SHP-015-1,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-015,Quarantined,2025-07-30,2025-08-10,DEPOT-NJ,SITE-015
SHP-015-1,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-015,Delivered,2025-07-07,2025-07-15,DEPOT-NJ,SITE-015
SHP-015-1,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-015,Delivered,2025-07-12,2025-07-20,DEPOT-NJ,SITE-015
SHP-015-2,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-015,Quarantined,2025-07-23,2025-08-05,DEPOT-NJ,SITE-015
SHP-015-2,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-015,Quarantined,2025-08-08,2025-08-21,DEPOT-NJ,SITE-015
SHP-015-2,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-015,In Transit,2025-08-10,2025-08-18,DEPOT-NJ,SITE-015
SHP-015-3,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-015,Delivered,2025-10-02,2025-10-14,DEPOT-NJ,SITE-015
SHP-015-3,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-015,Quarantined,2025-10-04,2025-10-17,DEPOT-NJ,SITE-015
SHP-015-3,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-015,Delivered,2025-10-02,2025-10-08,DEPOT-NJ,SITE-015
SHP-016-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-016,Quarantined,2025-07-25,2025-07-31,DEPOT-HH,SITE-016
SHP-016-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-016,In Transit,2025-07-21,2025-07-27,DEPOT-HH,SITE-016
SHP-016-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-016,Delivered,2025-08-02,2025-08-10,DEPOT-HH,SITE-016
SHP-016-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-016,Delivered,2025-08-17,2025-08-26,DEPOT-HH,SITE-016
SHP-016-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-016,Quarantined,2025-08-07,2025-08-15,DEPOT-HH,SITE-016
SHP-016-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-016,Quarantined,2025-08-05,2025-08-14,DEPOT-HH,SITE-016
SHP-016-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-016,Quarantined,2025-09-26,2025-10-04,DEPOT-HH,SITE-016
SHP-016-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-016,In Transit,2025-09-29,2025-10-07,DEPOT-HH,SITE-016
SHP-016-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-016,Quarantined,2025-09-20,2025-09-26,DEPOT-HH,SITE-016
SHP-017-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-017,Quarantined,2025-07-07,2025-07-20,DEPOT-HH,SITE-017
SHP-017-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-017,Quarantined,2025-07-17,2025-07-25,DEPOT-HH,SITE-017
SHP-017-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-017,Delivered,2025-07-10,2025-07-16,DEPOT-HH,SITE-017
SHP-017-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-017,Quarantined,2025-07-31,2025-08-07,DEPOT-HH,SITE-017
SHP-017-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-017,Delivered,2025-07-12,2025-07-18,DEPOT-HH,SITE-017
SHP-017-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-017,Delivered,2025-08-11,2025-08-16,DEPOT-HH,SITE-017
SHP-017-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-017,Quarantined,2025-09-21,2025-09-28,DEPOT-HH,SITE-017
SHP-017-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-017,Quarantined,2025-10-03,2025-10-15,DEPOT-HH,SITE-017
SHP-017-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-017,Quarantined,2025-09-07,2025-09-16,DEPOT-HH,SITE-017
SHP-018-1,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-018,Delivered,2025-08-01,2025-08-06,DEPOT-TYO,SITE-018
SHP-018-1,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-018,Quarantined,2025-07-08,2025-07-20,DEPOT-TYO,SITE-018
SHP-018-1,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-018,Quarantined,2025-06-28,2025-07-08,DEPOT-TYO,SITE-018
SHP-018-2,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-018,Delivered,2025-08-07,2025-08-15,DEPOT-TYO,SITE-018
SHP-018-2,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-018,In Transit,2025-08-02,2025-08-07,DEPOT-TYO,SITE-018
SHP-018-2,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-018,Delivered,2025-08-01,2025-08-07,DEPOT-TYO,SITE-018
SHP-018-3,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-018,Quarantined,2025-10-02,2025-10-11,DEPOT-TYO,SITE-018
SHP-018-3,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-018,Quarantined,2025-10-03,2025-10-13,DEPOT-TYO,SITE-018
SHP-018-3,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-018,Delivered,2025-09-07,2025-09-20,DEPOT-TYO,SITE-018
SHP-019-1,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-019,Quarantined,2025-08-04,2025-08-17,DEPOT-NJ,SITE-019
SHP-019-1,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-019,Delivered,2025-07-20,2025-07-27,DEPOT-NJ,SITE-019
SHP-019-1,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-019,Quarantined,2025-07-29,2025-08-11,DEPOT-NJ,SITE-019
SHP-019-2,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-019,In Transit,2025-07-29,2025-08-05,DEPOT-NJ,SITE-019
SHP-019-2,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-019,Delivered,2025-08-18,2025-08-28,DEPOT-NJ,SITE-019
SHP-019-2,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-019,Quarantined,2025-08-04,2025-08-15,DEPOT-NJ,SITE-019
SHP-019-3,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-019,In Transit,2025-09-25,2025-09-30,DEPOT-NJ,SITE-019
SHP-019-3,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-019,Quarantined,2025-09-30,2025-10-07,DEPOT-NJ,SITE-019
SHP-019-3,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-019,Delivered,2025-10-02,2025-10-09,DEPOT-NJ,SITE-019
SHP-020-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-020,Delivered,2025-07-24,2025-08-05,DEPOT-HH,SITE-020
SHP-020-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-020,Delivered,2025-07-21,2025-08-03,DEPOT-HH,SITE-020
SHP-020-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-020,Quarantined,2025-07-19,2025-07-26,DEPOT-HH,SITE-020
SHP-020-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-020,Delivered,2025-07-31,2025-08-05,DEPOT-HH,SITE-020
SHP-020-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-020,Delivered,2025-08-09,2025-08-16,DEPOT-HH,SITE-020
SHP-020-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-020,Delivered,2025-08-09,2025-08-19,DEPOT-HH,SITE-020
SHP-020-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-020,Quarantined,2025-09-17,2025-09-29,DEPOT-HH,SITE-020
SHP-020-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-020,Quarantined,2025-10-07,2025-10-12,DEPOT-HH,SITE-020
SHP-020-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-020,Quarantined,2025-10-04,2025-10-10,DEPOT-HH,SITE-020
SHP-021-1,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-021,Quarantined,2025-06-22,2025-06-29,DEPOT-NJ,SITE-021
SHP-021-1,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-021,Delivered,2025-08-01,2025-08-13,DEPOT-NJ,SITE-021
SHP-021-1,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-021,Quarantined,2025-07-01,2025-07-09,DEPOT-NJ,SITE-021
SHP-021-2,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-021,In Transit,2025-08-19,2025-08-24,DEPOT-NJ,SITE-021
SHP-021-2,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-021,Delivered,2025-08-03,2025-08-16,DEPOT-NJ,SITE-021
SHP-021-2,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-021,Delivered,2025-07-24,2025-08-03,DEPOT-NJ,SITE-021
SHP-021-3,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-021,Quarantined,2025-09-14,2025-09-27,DEPOT-NJ,SITE-021
SHP-021-3,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-021,Delivered,2025-09-29,2025-10-06,DEPOT-NJ,SITE-021
SHP-021-3,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-021,Quarantined,2025-10-09,2025-10-16,DEPOT-NJ,SITE-021
SHP-022-1,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-022,Quarantined,2025-07-25,2025-08-03,DEPOT-NJ,SITE-022
SHP-022-1,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-022,Delivered,2025-07-21,2025-07-30,DEPOT-NJ,SITE-022
SHP-022-1,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-022,Delivered,2025-07-18,2025-07-28,DEPOT-NJ,SITE-022
SHP-022-2,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-022,Delivered,2025-08-12,2025-08-20,DEPOT-NJ,SITE-022
SHP-022-2,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-022,Quarantined,2025-08-12,2025-08-18,DEPOT-NJ,SITE-022
SHP-022-2,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-022,Quarantined,2025-08-07,2025-08-15,DEPOT-NJ,SITE-022
SHP-022-3,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-022,In Transit,2025-10-10,2025-10-22,DEPOT-NJ,SITE-022
SHP-022-3,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-022,In Transit,2025-09-21,2025-09-30,DEPOT-NJ,SITE-022
SHP-022-3,OUTBOUND,DEPOT,DEPOT-NJ,SITE,SITE-022,Quarantined,2025-09-28,2025-10-08,DEPOT-NJ,SITE-022
SHP-023-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-023,Delivered,2025-07-13,2025-07-18,DEPOT-HH,SITE-023
SHP-023-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-023,Quarantined,2025-07-17,2025-07-28,DEPOT-HH,SITE-023
SHP-023-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-023,Quarantined,2025-07-21,2025-07-27,DEPOT-HH,SITE-023
SHP-023-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-023,Delivered,2025-08-13,2025-08-24,DEPOT-HH,SITE-023
SHP-023-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-023,Delivered,2025-07-28,2025-08-08,DEPOT-HH,SITE-023
SHP-023-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-023,In Transit,2025-08-05,2025-08-10,DEPOT-HH,SITE-023
SHP-023-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-023,Delivered,2025-09-30,2025-10-09,DEPOT-HH,SITE-023
SHP-023-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-023,Quarantined,2025-09-13,2025-09-22,DEPOT-HH,SITE-023
SHP-023-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-023,Quarantined,2025-10-05,2025-10-18,DEPOT-HH,SITE-023
SHP-024-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-024,Quarantined,2025-07-16,2025-07-25,DEPOT-HH,SITE-024
SHP-024-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-024,Quarantined,2025-07-19,2025-07-29,DEPOT-HH,SITE-024
SHP-024-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-024,Quarantined,2025-07-24,2025-08-01,DEPOT-HH,SITE-024
SHP-024-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-024,Delivered,2025-07-25,2025-08-05,DEPOT-HH,SITE-024
SHP-024-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-024,Delivered,2025-07-29,2025-08-06,DEPOT-HH,SITE-024
SHP-024-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-024,Delivered,2025-08-11,2025-08-18,DEPOT-HH,SITE-024
SHP-024-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-024,In Transit,2025-09-15,2025-09-22,DEPOT-HH,SITE-024
SHP-024-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-024,Delivered,2025-09-25,2025-09-30,DEPOT-HH,SITE-024
SHP-024-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-024,Quarantined,2025-09-26,2025-10-07,DEPOT-HH,SITE-024
SHP-025-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-025,Delivered,2025-08-02,2025-08-07,DEPOT-HH,SITE-025
SHP-025-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-025,Delivered,2025-07-18,2025-07-30,DEPOT-HH,SITE-025
SHP-025-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-025,Delivered,2025-07-11,2025-07-16,DEPOT-HH,SITE-025
SHP-025-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-025,Delivered,2025-07-31,2025-08-13,DEPOT-HH,SITE-025
SHP-025-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-025,Delivered,2025-07-31,2025-08-08,DEPOT-HH,SITE-025
SHP-025-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-025,Delivered,2025-07-31,2025-08-09,DEPOT-HH,SITE-025
SHP-025-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-025,Quarantined,2025-10-01,2025-10-14,DEPOT-HH,SITE-025
SHP-025-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-025,Quarantined,2025-09-16,2025-09-29,DEPOT-HH,SITE-025
SHP-025-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-025,Delivered,2025-09-28,2025-10-03,DEPOT-HH,SITE-025
SHP-026-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-026,Delivered,2025-07-25,2025-07-31,DEPOT-HH,SITE-026
SHP-026-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-026,In Transit,2025-07-26,2025-08-06,DEPOT-HH,SITE-026
SHP-026-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-026,Delivered,2025-07-24,2025-08-05,DEPOT-HH,SITE-026
SHP-026-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-026,Delivered,2025-08-06,2025-08-16,DEPOT-HH,SITE-026
SHP-026-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-026,In Transit,2025-08-11,2025-08-24,DEPOT-HH,SITE-026
SHP-026-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-026,Quarantined,2025-08-09,2025-08-14,DEPOT-HH,SITE-026
SHP-026-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-026,Delivered,2025-09-22,2025-09-29,DEPOT-HH,SITE-026
SHP-026-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-026,Quarantined,2025-10-14,2025-10-25,DEPOT-HH,SITE-026
SHP-026-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-026,Quarantined,2025-09-30,2025-10-05,DEPOT-HH,SITE-026
SHP-027-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-027,Quarantined,2025-07-19,2025-08-01,DEPOT-HH,SITE-027
SHP-027-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-027,Quarantined,2025-07-07,2025-07-13,DEPOT-HH,SITE-027
SHP-027-1,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-027,Delivered,2025-07-22,2025-07-29,DEPOT-HH,SITE-027
SHP-027-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-027,Quarantined,2025-08-18,2025-08-27,DEPOT-HH,SITE-027
SHP-027-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-027,Delivered,2025-07-30,2025-08-12,DEPOT-HH,SITE-027
SHP-027-2,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-027,Quarantined,2025-06-17,2025-06-29,DEPOT-HH,SITE-027
SHP-027-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-027,Quarantined,2025-10-04,2025-10-15,DEPOT-HH,SITE-027
SHP-027-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-027,Quarantined,2025-09-26,2025-10-09,DEPOT-HH,SITE-027
SHP-027-3,OUTBOUND,DEPOT,DEPOT-HH,SITE,SITE-027,Delivered,2025-10-04,2025-10-12,DEPOT-HH,SITE-027
SHP-028-1,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-028,Quarantined,2025-07-27,2025-08-08,DEPOT-TYO,SITE-028
SHP-028-1,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-028,Delivered,2025-07-28,2025-08-05,DEPOT-TYO,SITE-028
SHP-028-1,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-028,Quarantined,2025-07-20,2025-07-27,DEPOT-TYO,SITE-028
SHP-028-2,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-028,Delivered,2025-08-01,2025-08-10,DEPOT-TYO,SITE-028
SHP-028-2,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-028,Delivered,2025-08-11,2025-08-16,DEPOT-TYO,SITE-028
SHP-028-2,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-028,Delivered,2025-07-17,2025-07-26,DEPOT-TYO,SITE-028
SHP-028-3,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-028,Delivered,2025-09-17,2025-09-28,DEPOT-TYO,SITE-028
SHP-028-3,OUTBOUND,DEPOT,DEPOT-TYO,SITE,SITE-028,Delivered,2025-10-01,2025-10-12,DEPOT-TYO,SITE-028
