lot_id,shipment_id,ndc,qty,unit_cost_usd,total_loss_usd,event_type,event_dt
LOT-005-A,,NDC-0006-5332-01,1,1814,1814,ExpirySoon,2025-05-05
LOT-051-A,SHP-051-1,NDC-0006-5333-01,25,2203,55075,Quarantine,2025-07-11
LOT-024-A,SHP-024-1,NDC-0006-5331-01,39,1416,55224,Quarantine,2025-07-25
LOT-005-A,,NDC-0006-5331-01,1,1507,1507,ExpirySoon,2025-04-30
LOT-049-C,SHP-049-3,NDC-0006-5332-01,34,1701,57834,Quarantine,2025-10-08
LOT-040-A,SHP-040-1,NDC-0006-5333-01,32,2203,70496,Quarantine,2025-08-05
LOT-041-B,SHP-041-2,NDC-0006-5332-01,15,1622,24330,Quarantine,2025-08-13
LOT-016-C,SHP-016-3,NDC-0006-5331-01,34,1510,51340,Quarantine,2025-10-04
LOT-005-B,,NDC-0006-5331-01,1,1510,1510,ExpirySoon,2025-05-19
LOT-005-B,,NDC-0006-5331-01,1,1507,1507,ExpirySoon,2025-08-11
LOT-055-C,SHP-055-3,NDC-0006-5331-01,35,1507,52745,Quarantine,2025-10-08
LOT-060-C,SHP-060-3,NDC-0006-5332-01,27,1701,45927,Quarantine,2025-10-13
LOT-005-A,,NDC-0006-5332-01,1,1701,1701,ExpirySoon,2025-07-04
LOT-004-A,SHP-004-1,NDC-0006-5333-01,27,2262,61074,Quarantine,2025-07-31
LOT-014-C,SHP-014-3,NDC-0006-5331-01,33,1507,49731,Quarantine,2025-10-22
LOT-001-A,SHP-001-1,NDC-0006-5333-01,37,2312,85544,Quarantine,2025-07-14
LOT-005-A,,NDC-0006-5332-01,1,1622,1622,ExpirySoon,2025-05-30
LOT-042-A,SHP-042-1,NDC-0006-5333-01,30,2203,66090,Quarantine,2025-07-28
LOT-041-B,SHP-041-2,NDC-0006-5332-01,15,1814,27210,Quarantine,2025-08-13
LOT-027-A,SHP-027-1,NDC-0006-5332-01,36,1814,65304,Quarantine,2025-07-13
LOT-025-C,SHP-025-3,NDC-0006-5331-01,31,1416,43896,Quarantine,2025-10-14
LOT-046-C,SHP-046-3,NDC-0006-5331-01,27,1510,40770,Quarantine,2025-09-23
LOT-035-A,SHP-035-1,NDC-0006-5333-01,40,2262,90480,Quarantine,2025-08-01
LOT-035-C,SHP-035-3,NDC-0006-5331-01,26,1416,36816,Quarantine,2025-09-10
LOT-013-C,SHP-013-3,NDC-0006-5331-01,21,1507,31647,Quarantine,2025-09-21
LOT-019-B,SHP-019-2,NDC-0006-5333-01,15,2203,33045,Quarantine,2025-08-15
LOT-005-C,,NDC-0006-5332-01,1,1701,1701,ExpirySoon,2025-08-25
LOT-016-C,SHP-016-3,NDC-0006-5333-01,23,2262,52026,Quarantine,2025-09-26
LOT-005-C,,NDC-0006-5333-01,1,2262,2262,ExpirySoon,2025-07-18
LOT-005-C,,NDC-0006-5333-01,1,2203,2203,ExpirySoon,2025-08-15
LOT-055-A,SHP-055-1,NDC-0006-5331-01,38,1507,57266,Quarantine,2025-07-16
LOT-005-B,,NDC-0006-5333-01,1,2312,2312,ExpirySoon,2025-07-19
LOT-042-B,SHP-042-2,NDC-0006-5332-01,16,1622,25952,Quarantine,2025-08-24
LOT-059-C,SHP-059-3,NDC-0006-5332-01,27,1814,48978,Quarantine,2025-10-21
LOT-050-A,SHP-050-1,NDC-0006-5331-01,33,1510,49830,Quarantine,2025-07-27
LOT-005-A,,NDC-0006-5331-01,1,1416,1416,ExpirySoon,2025-04-30
LOT-005-A,,NDC-0006-5332-01,1,1701,1701,ExpirySoon,2025-07-24
LOT-005-A,,NDC-0006-5333-01,1,2312,2312,ExpirySoon,2025-06-15
LOT-010-C,SHP-010-3,NDC-0006-5331-01,20,1507,30140,Quarantine,2025-10-10
LOT-005-B,,NDC-0006-5331-01,1,1416,1416,ExpirySoon,2025-08-24
LOT-001-A,SHP-001-1,NDC-0006-5333-01,37,2203,81511,Quarantine,2025-07-14
LOT-010-A,SHP-010-1,NDC-0006-5333-01,27,2312,62424,Quarantine,2025-08-06
LOT-005-C,,NDC-0006-5332-01,1,1701,1701,ExpirySoon,2025-10-06
LOT-055-C,SHP-055-3,NDC-0006-5331-01,35,1510,52850,Quarantine,2025-10-08
LOT-005-A,,NDC-0006-5332-01,1,1701,1701,ExpirySoon,2025-05-09
LOT-015-B,SHP-015-2,NDC-0006-5332-01,13,1701,22113,Quarantine,2025-08-21
LOT-016-C,SHP-016-3,NDC-0006-5333-01,23,2203,50669,Quarantine,2025-09-26
LOT-055-A,SHP-055-1,NDC-0006-5332-01,27,1814,48978,Quarantine,2025-08-05
LOT-032-C,SHP-032-3,NDC-0006-5332-01,29,1701,49329,Quarantine,2025-10-07
LOT-023-C,SHP-023-3,NDC-0006-5333-01,33,2203,72699,Quarantine,2025-10-18
LOT-057-C,SHP-057-3,NDC-0006-5332-01,36,1814,65304,Quarantine,2025-10-16
LOT-001-A,SHP-001-1,NDC-0006-5333-01,37,2262,83694,Quarantine,2025-07-14
LOT-047-A,SHP-047-1,NDC-0006-5331-01,27,1510,40770,Quarantine,2025-07-18
LOT-005-A,,NDC-0006-5331-01,1,1510,1510,ExpirySoon,2025-05-16
LOT-045-B,SHP-045-2,NDC-0006-5333-01,15,2262,33930,Quarantine,2025-08-10
LOT-041-C,SHP-041-3,NDC-0006-5331-01,24,1510,36240,Quarantine,2025-10-20
LOT-059-A,SHP-059-1,NDC-0006-5331-01,36,1416,50976,Quarantine,2025-07-15
LOT-033-C,SHP-033-3,NDC-0006-5331-01,34,1510,51340,Quarantine,2025-09-25
LOT-034-C,SHP-034-3,NDC-0006-5332-01,25,1701,42525,Quarantine,2025-10-17
LOT-046-C,SHP-046-3,NDC-0006-5332-01,33,1701,56133,Quarantine,2025-10-20
LOT-005-B,,NDC-0006-5333-01,1,2203,2203,ExpirySoon,2025-07-28
LOT-003-A,SHP-003-1,NDC-0006-5332-01,35,1814,63490,Quarantine,2025-08-01
LOT-005-A,,NDC-0006-5331-01,1,1416,1416,ExpirySoon,2025-05-30
LOT-016-B,SHP-016-2,NDC-0006-5332-01,13,1814,23582,Quarantine,2025-08-15
LOT-029-A,SHP-029-1,NDC-0006-5333-01,30,2312,69360,Quarantine,2025-07-27
LOT-033-A,SHP-033-1,NDC-0006-5331-01,32,1416,45312,Quarantine,2025-07-07
LOT-045-C,SHP-045-3,NDC-0006-5331-01,37,1510,55870,Quarantine,2025-10-12
LOT-016-A,SHP-016-1,NDC-0006-5331-01,39,1507,58773,Quarantine,2025-07-31
LOT-043-A,SHP-043-1,NDC-0006-5331-01,37,1507,55759,Quarantine,2025-07-22
LOT-005-C,,NDC-0006-5331-01,1,1510,1510,ExpirySoon,2025-06-10
LOT-042-A,SHP-042-1,NDC-0006-5333-01,30,2262,67860,Quarantine,2025-07-28
LOT-014-A,SHP-014-1,NDC-0006-5331-01,32,1510,48320,Quarantine,2025-07-16
LOT-050-B,SHP-050-2,NDC-0006-5331-01,18,1507,27126,Quarantine,2025-08-09
LOT-035-A,SHP-035-1,NDC-0006-5331-01,23,1510,34730,Quarantine,2025-07-17
LOT-050-A,SHP-050-1,NDC-0006-5331-01,33,1507,49731,Quarantine,2025-07-27
LOT-050-C,SHP-050-3,NDC-0006-5332-01,27,1622,43794,Quarantine,2025-09-15
LOT-005-C,,NDC-0006-5332-01,1,1814,1814,ExpirySoon,2025-06-02
LOT-048-A,SHP-048-1,NDC-0006-5333-01,39,2312,90168,Quarantine,2025-07-27
LOT-005-A,,NDC-0006-5333-01,1,2262,2262,ExpirySoon,2025-06-30
LOT-005-C,,NDC-0006-5332-01,1,1814,1814,ExpirySoon,2025-06-09
LOT-052-A,SHP-052-1,NDC-0006-5331-01,35,1510,52850,Quarantine,2025-08-09
LOT-027-C,SHP-027-3,NDC-0006-5331-01,29,1416,41064,Quarantine,2025-10-15
LOT-022-B,SHP-022-2,NDC-0006-5333-01,13,2262,29406,Quarantine,2025-08-15
LOT-005-B,,NDC-0006-5332-01,1,1701,1701,ExpirySoon,2025-06-04
LOT-054-A,SHP-054-1,NDC-0006-5331-01,39,1510,58890,Quarantine,2025-08-06
LOT-039-C,SHP-039-3,NDC-0006-5331-01,28,1507,42196,Quarantine,2025-10-11
LOT-029-B,SHP-029-2,NDC-0006-5333-01,20,2203,44060,Quarantine,2025-08-06
LOT-045-A,SHP-045-1,NDC-0006-5333-01,34,2203,74902,Quarantine,2025-08-01
LOT-042-A,SHP-042-1,NDC-0006-5331-01,39,1507,58773,Quarantine,2025-07-24
LOT-034-A,SHP-034-1,NDC-0006-5333-01,34,2312,78608,Quarantine,2025-08-02
LOT-035-C,SHP-035-3,NDC-0006-5333-01,30,2262,67860,Quarantine,2025-09-09
LOT-049-C,SHP-049-3,NDC-0006-5332-01,34,1814,61676,Quarantine,2025-10-08
LOT-005-C,,NDC-0006-5332-01,1,1622,1622,ExpirySoon,2025-10-06
LOT-054-A,SHP-054-1,NDC-0006-5331-01,39,1507,58773,Quarantine,2025-08-06
LOT-040-A,SHP-040-1,NDC-0006-5332-01,27,1701,45927,Quarantine,2025-07-28
LOT-035-C,SHP-035-3,NDC-0006-5331-01,26,1510,39260,Quarantine,2025-09-10
LOT-010-C,SHP-010-3,NDC-0006-5331-01,20,1510,30200,Quarantine,2025-10-10
LOT-005-A,,NDC-0006-5332-01,1,1814,1814,ExpirySoon,2025-06-06
LOT-052-C,SHP-052-3,NDC-0006-5332-01,42,1814,76188,Quarantine,2025-10-14
LOT-055-B,SHP-055-2,NDC-0006-5332-01,22,1701,37422,Quarantine,2025-08-24
LOT-005-B,,NDC-0006-5332-01,1,1814,1814,ExpirySoon,2025-05-27
LOT-058-C,SHP-058-3,NDC-0006-5333-01,27,2262,61074,Quarantine,2025-10-07
LOT-053-C,SHP-053-3,NDC-0006-5332-01,19,1814,34466,Quarantine,2025-09-23
LOT-005-C,,NDC-0006-5332-01,1,1701,1701,ExpirySoon,2025-07-17
LOT-022-B,SHP-022-2,NDC-0006-5332-01,19,1622,30818,Quarantine,2025-08-18
LOT-005-C,,NDC-0006-5332-01,1,1814,1814,ExpirySoon,2025-07-01
LOT-005-A,,NDC-0006-5332-01,1,1622,1622,ExpirySoon,2025-07-04
LOT-052-A,SHP-052-1,NDC-0006-5332-01,25,1622,40550,Quarantine,2025-07-28
LOT-021-C,SHP-021-3,NDC-0006-5333-01,23,2262,52026,Quarantine,2025-10-16
LOT-054-B,SHP-054-2,NDC-0006-5331-01,13,1416,18408,Quarantine,2025-08-20
LOT-005-B,,NDC-0006-5332-01,1,1622,1622,ExpirySoon,2025-05-27
