shipment_id,lot_id,ndc,qty,line_no,depot_id,status,dispatch_dt,unit_cost_usd,transport_cost_usd,handling_cost_usd,total_cost_usd
SHP-055-3,LOT-055-C,NDC-0006-5331-01,35,1,DEPOT-HH,Delivered,2025-09-16,1416,1283,316,51159
SHP-049-1,LOT-049-A,NDC-0006-5332-01,38,2,DEPOT-NJ,Quarantined,2025-07-27,1701,958,370,65966
SHP-013-2,LOT-013-B,NDC-0006-5332-01,13,2,DEPOT-BLR,Quarantined,2025-07-24,1814,686,393,24661
SHP-039-3,LOT-039-C,NDC-0006-5333-01,40,3,DEPOT-NJ,Quarantined,2025-09-23,2203,503,359,88982
SHP-039-1,LOT-039-A,NDC-0006-5331-01,29,1,DEPOT-NJ,Quarantined,2025-07-14,1416,757,105,41926
SHP-001-1,LOT-001-A,NDC-0006-5331-01,23,1,DEPOT-HH,Delivered,2025-07-19,1510,927,113,35770
SHP-012-1,LOT-012-A,NDC-0006-5331-01,22,1,DEPOT-HH,Delivered,2025-07-09,1416,1446,379,32977
SHP-018-1,LOT-018-A,NDC-0006-5333-01,21,3,DEPOT-TYO,Quarantined,2025-06-28,2203,986,109,47358
SHP-025-1,LOT-025-A,NDC-0006-5332-01,23,2,DEPOT-HH,Delivered,2025-08-02,1622,1090,136,38532
SHP-060-3,LOT-060-C,NDC-0006-5332-01,27,2,DEPOT-NJ,Quarantined,2025-10-02,1622,1423,131,45348
SHP-018-2,LOT-018-B,NDC-0006-5331-01,17,1,DEPOT-TYO,In Transit,2025-08-02,1510,1229,368,27267
SHP-041-2,LOT-041-B,NDC-0006-5332-01,15,2,DEPOT-NJ,Quarantined,2025-08-02,1814,858,105,28173
SHP-020-3,LOT-020-C,NDC-0006-5331-01,28,1,DEPOT-HH,Quarantined,2025-09-17,1416,744,162,40554
SHP-035-2,LOT-035-B,NDC-0006-5332-01,19,2,DEPOT-HH,In Transit,2025-07-28,1701,626,159,33104
SHP-027-1,LOT-027-A,NDC-0006-5332-01,36,2,DEPOT-HH,Quarantined,2025-07-19,1622,1136,162,59690
SHP-020-1,LOT-020-A,NDC-0006-5332-01,25,2,DEPOT-HH,Delivered,2025-07-21,1814,932,309,46591
SHP-008-2,LOT-008-B,NDC-0006-5332-01,15,2,DEPOT-NJ,Quarantined,2025-07-29,1622,1245,122,25697
SHP-008-3,LOT-008-C,NDC-0006-5331-01,26,1,DEPOT-NJ,Delivered,2025-09-25,1507,1020,344,40546
SHP-040-2,LOT-040-B,NDC-0006-5331-01,17,1,DEPOT-HH,Delivered,2025-08-02,1507,839,370,26828
SHP-044-3,LOT-044-C,NDC-0006-5331-01,28,1,DEPOT-NJ,Delivered,2025-09-23,1510,931,284,43495
SHP-020-2,LOT-020-B,NDC-0006-5333-01,10,3,DEPOT-HH,Delivered,2025-08-09,2312,564,313,23997
SHP-046-1,LOT-046-A,NDC-0006-5332-01,32,2,DEPOT-HH,Quarantined,2025-07-26,1622,1051,318,53273
SHP-007-2,LOT-007-B,NDC-0006-5331-01,15,1,DEPOT-NJ,Delivered,2025-08-08,1416,792,377,22409
SHP-031-3,LOT-031-C,NDC-0006-5332-01,25,2,DEPOT-BLR,Quarantined,2025-10-03,1701,1191,231,43947
SHP-026-1,LOT-026-A,NDC-0006-5332-01,31,2,DEPOT-HH,Delivered,2025-07-24,1622,1404,302,51988
SHP-023-1,LOT-023-A,NDC-0006-5331-01,36,1,DEPOT-HH,Delivered,2025-07-13,1507,1469,266,55987
SHP-033-3,LOT-033-C,NDC-0006-5333-01,30,3,DEPOT-TYO,Quarantined,2025-09-29,2312,1035,139,70534
SHP-001-1,LOT-001-A,NDC-0006-5332-01,37,2,DEPOT-HH,Quarantined,2025-07-06,1701,1336,176,64449
SHP-012-3,LOT-012-C,NDC-0006-5333-01,10,3,DEPOT-HH,Delivered,2025-10-05,2262,757,335,23712
SHP-053-1,LOT-053-A,NDC-0006-5333-01,35,3,DEPOT-HH,In Transit,2025-08-06,2262,1319,212,80701
SHP-032-2,LOT-032-B,NDC-0006-5333-01,21,3,DEPOT-HH,Quarantined,2025-08-10,2312,995,234,49781
SHP-054-3,LOT-054-C,NDC-0006-5333-01,24,3,DEPOT-NJ,Quarantined,2025-10-02,2312,991,142,56621
SHP-021-1,LOT-021-A,NDC-0006-5332-01,36,2,DEPOT-NJ,Quarantined,2025-06-22,1701,781,296,62313
SHP-053-3,LOT-053-C,NDC-0006-5333-01,32,3,DEPOT-HH,Quarantined,2025-09-14,2203,685,273,71454
SHP-016-1,LOT-016-A,NDC-0006-5333-01,25,3,DEPOT-HH,Quarantined,2025-07-25,2312,702,214,58716
SHP-008-2,LOT-008-B,NDC-0006-5333-01,14,3,DEPOT-NJ,Quarantined,2025-07-29,2203,717,275,31834
SHP-032-1,LOT-032-A,NDC-0006-5333-01,29,3,DEPOT-HH,Quarantined,2025-07-18,2312,1277,179,68504
SHP-035-1,LOT-035-A,NDC-0006-5331-01,23,1,DEPOT-HH,Quarantined,2025-07-11,1507,1408,267,36336
SHP-013-1,LOT-013-A,NDC-0006-5333-01,34,3,DEPOT-BLR,Quarantined,2025-07-26,2312,792,366,79766
SHP-017-2,LOT-017-B,NDC-0006-5331-01,9,1,DEPOT-HH,Delivered,2025-08-11,1416,519,116,13379
SHP-044-2,LOT-044-B,NDC-0006-5332-01,12,2,DEPOT-NJ,Delivered,2025-08-01,1701,1026,240,21678
SHP-007-2,LOT-007-B,NDC-0006-5332-01,15,2,DEPOT-NJ,Delivered,2025-08-08,1701,517,370,26402
SHP-019-2,LOT-019-B,NDC-0006-5331-01,10,1,DEPOT-NJ,Delivered,2025-08-18,1507,838,321,16229
SHP-014-2,LOT-014-B,NDC-0006-5331-01,17,1,DEPOT-HH,Quarantined,2025-08-12,1510,1330,137,27137
SHP-010-1,LOT-010-A,NDC-0006-5333-01,27,3,DEPOT-TYO,Quarantined,2025-07-15,2262,1359,156,62589
SHP-052-1,LOT-052-A,NDC-0006-5331-01,35,1,DEPOT-NJ,Quarantined,2025-07-17,1416,1217,382,51159
SHP-054-3,LOT-054-C,NDC-0006-5332-01,26,2,DEPOT-NJ,Delivered,2025-09-20,1814,1458,210,48832
SHP-052-3,LOT-052-C,NDC-0006-5331-01,16,1,DEPOT-NJ,Quarantined,2025-10-09,1510,584,335,25079
SHP-004-3,LOT-004-C,NDC-0006-5331-01,30,1,DEPOT-HH,Delivered,2025-09-28,1416,580,201,43261
SHP-007-1,LOT-007-A,NDC-0006-5332-01,30,2,DEPOT-NJ,In Transit,2025-07-11,1622,1345,387,50392
SHP-060-1,LOT-060-A,NDC-0006-5333-01,30,3,DEPOT-NJ,Delivered,2025-07-29,2203,1228,149,67467
SHP-032-2,LOT-032-B,NDC-0006-5333-01,21,3,DEPOT-HH,Quarantined,2025-08-10,2262,782,108,48392
SHP-029-1,LOT-029-A,NDC-0006-5333-01,30,3,DEPOT-TYO,Quarantined,2025-07-22,2262,712,143,68715
SHP-028-1,LOT-028-A,NDC-0006-5332-01,32,2,DEPOT-TYO,Delivered,2025-07-28,1701,775,361,55568
SHP-012-3,LOT-012-C,NDC-0006-5333-01,10,3,DEPOT-HH,Delivered,2025-08-23,2262,1006,240,23866
SHP-026-3,LOT-026-C,NDC-0006-5332-01,17,2,DEPOT-HH,Delivered,2025-09-22,1622,1242,389,29205
SHP-038-2,LOT-038-B,NDC-0006-5333-01,13,3,DEPOT-NJ,Delivered,2025-08-18,2203,1161,258,30058
SHP-058-3,LOT-058-C,NDC-0006-5333-01,27,3,DEPOT-HH,Quarantined,2025-10-06,2262,615,314,62003
SHP-006-2,LOT-006-B,NDC-0006-5333-01,11,3,DEPOT-HH,Quarantined,2025-08-20,2203,1192,165,25590
SHP-001-1,LOT-001-A,NDC-0006-5333-01,37,3,DEPOT-HH,Delivered,2025-07-19,2262,1423,375,85492
SHP-003-2,LOT-003-B,NDC-0006-5332-01,14,2,DEPOT-BLR,Delivered,2025-07-06,1701,596,237,24647
SHP-055-3,LOT-055-C,NDC-0006-5333-01,20,3,DEPOT-HH,Delivered,2025-09-16,2203,1312,234,45606
SHP-017-3,LOT-017-C,NDC-0006-5332-01,20,2,DEPOT-HH,Quarantined,2025-09-21,1814,953,300,37533
SHP-021-2,LOT-021-B,NDC-0006-5333-01,12,3,DEPOT-NJ,Delivered,2025-07-24,2262,1193,203,28540
SHP-024-2,LOT-024-B,NDC-0006-5333-01,20,3,DEPOT-HH,Delivered,2025-07-29,2203,1125,360,45545
SHP-007-1,LOT-007-A,NDC-0006-5332-01,30,2,DEPOT-NJ,Quarantined,2025-07-18,1622,1334,153,50147
SHP-025-2,LOT-025-B,NDC-0006-5332-01,16,2,DEPOT-HH,Delivered,2025-07-31,1622,908,140,27000
SHP-058-3,LOT-058-C,NDC-0006-5333-01,27,3,DEPOT-HH,Quarantined,2025-10-06,2203,810,254,60545
SHP-059-1,LOT-059-A,NDC-0006-5333-01,28,3,DEPOT-HH,Delivered,2025-07-19,2203,1410,221,63315
SHP-031-3,LOT-031-C,NDC-0006-5333-01,32,3,DEPOT-BLR,Quarantined,2025-09-21,2262,830,108,73322
SHP-006-3,LOT-006-C,NDC-0006-5332-01,21,2,DEPOT-HH,Delivered,2025-10-09,1622,1115,151,35328
SHP-048-2,LOT-048-B,NDC-0006-5332-01,17,2,DEPOT-NJ,Quarantined,2025-07-31,1701,777,182,29876
SHP-044-3,LOT-044-C,NDC-0006-5333-01,23,3,DEPOT-NJ,Quarantined,2025-09-30,2262,748,113,52887
SHP-022-2,LOT-022-B,NDC-0006-5332-01,19,2,DEPOT-NJ,Quarantined,2025-08-07,1814,985,267,35718
SHP-014-1,LOT-014-A,NDC-0006-5332-01,29,2,DEPOT-HH,Delivered,2025-07-18,1814,780,262,53648
SHP-024-2,LOT-024-B,NDC-0006-5331-01,13,1,DEPOT-HH,Delivered,2025-07-29,1416,1157,245,19810
SHP-051-3,LOT-051-C,NDC-0006-5331-01,29,1,DEPOT-HH,Quarantined,2025-09-13,1416,992,205,42261
SHP-004-1,LOT-004-A,NDC-0006-5333-01,27,3,DEPOT-HH,Quarantined,2025-07-12,2312,885,306,63615
SHP-014-2,LOT-014-B,NDC-0006-5331-01,17,1,DEPOT-HH,Quarantined,2025-08-12,1507,787,179,26585
SHP-052-3,LOT-052-C,NDC-0006-5331-01,16,1,DEPOT-NJ,Quarantined,2025-09-04,1507,545,380,25037
SHP-014-1,LOT-014-A,NDC-0006-5333-01,36,3,DEPOT-HH,Quarantined,2025-07-10,2312,1286,225,84743
SHP-009-1,LOT-009-A,NDC-0006-5331-01,45,1,DEPOT-BLR,Quarantined,2025-07-15,1507,1390,286,69491
SHP-036-1,LOT-036-A,NDC-0006-5331-01,20,1,DEPOT-HH,Quarantined,2025-07-01,1507,1277,341,31758
SHP-048-2,LOT-048-B,NDC-0006-5331-01,13,1,DEPOT-NJ,Quarantined,2025-07-31,1416,867,127,19402
SHP-017-1,LOT-017-A,NDC-0006-5333-01,20,3,DEPOT-HH,Quarantined,2025-07-07,2203,1468,348,45876
SHP-034-1,LOT-034-A,NDC-0006-5333-01,34,3,DEPOT-HH,Quarantined,2025-07-21,2203,1075,307,76284
SHP-019-2,LOT-019-B,NDC-0006-5332-01,19,2,DEPOT-NJ,Quarantined,2025-08-04,1814,1468,355,36289
SHP-058-3,LOT-058-C,NDC-0006-5331-01,35,1,DEPOT-HH,In Transit,2025-09-28,1510,908,395,54153
SHP-052-3,LOT-052-C,NDC-0006-5333-01,28,3,DEPOT-NJ,Quarantined,2025-09-04,2262,587,122,64045
SHP-054-2,LOT-054-B,NDC-0006-5333-01,17,3,DEPOT-NJ,Delivered,2025-08-16,2312,1070,139,40513
SHP-025-2,LOT-025-B,NDC-0006-5331-01,10,1,DEPOT-HH,Delivered,2025-07-31,1507,858,226,16154
SHP-049-2,LOT-049-B,NDC-0006-5332-01,14,2,DEPOT-NJ,In Transit,2025-08-17,1701,629,312,24755
SHP-016-2,LOT-016-B,NDC-0006-5332-01,13,2,DEPOT-HH,Quarantined,2025-08-07,1814,1211,216,25009
SHP-004-2,LOT-004-B,NDC-0006-5332-01,18,2,DEPOT-HH,Delivered,2025-07-25,1622,1455,206,30857
SHP-020-2,LOT-020-B,NDC-0006-5333-01,10,3,DEPOT-HH,Delivered,2025-08-09,2312,509,283,23912
SHP-050-3,LOT-050-C,NDC-0006-5331-01,26,1,DEPOT-HH,Quarantined,2025-09-02,1507,863,181,40226
SHP-026-3,LOT-026-C,NDC-0006-5333-01,29,3,DEPOT-HH,Quarantined,2025-09-30,2262,979,363,66940
SHP-015-1,LOT-015-A,NDC-0006-5331-01,39,1,DEPOT-NJ,Delivered,2025-07-07,1507,1479,331,60583
SHP-018-1,LOT-018-A,NDC-0006-5332-01,43,2,DEPOT-TYO,Quarantined,2025-07-08,1814,909,194,79105
SHP-048-1,LOT-048-A,NDC-0006-5332-01,30,2,DEPOT-NJ,Quarantined,2025-07-18,1701,678,128,51836
SHP-047-2,LOT-047-B,NDC-0006-5332-01,20,2,DEPOT-TYO,In Transit,2025-07-31,1701,712,238,34970
SHP-037-2,LOT-037-B,NDC-0006-5333-01,17,3,DEPOT-BLR,In Transit,2025-07-25,2262,831,183,39468
SHP-047-1,LOT-047-A,NDC-0006-5332-01,30,2,DEPOT-TYO,Quarantined,2025-07-11,1814,1486,185,56091
SHP-053-1,LOT-053-A,NDC-0006-5331-01,22,1,DEPOT-HH,Delivered,2025-07-14,1510,515,299,34034
SHP-045-1,LOT-045-A,NDC-0006-5332-01,36,2,DEPOT-HH,Quarantined,2025-07-04,1701,1223,336,62795
SHP-010-2,LOT-010-B,NDC-0006-5331-01,8,1,DEPOT-TYO,In Transit,2025-07-31,1416,1213,111,12652
SHP-039-3,LOT-039-C,NDC-0006-5333-01,40,3,DEPOT-NJ,Quarantined,2025-09-23,2312,1358,261,94099
SHP-052-2,LOT-052-B,NDC-0006-5332-01,16,2,DEPOT-NJ,Delivered,2025-07-23,1622,1470,209,27631
SHP-060-3,LOT-060-C,NDC-0006-5331-01,25,1,DEPOT-NJ,Quarantined,2025-10-02,1510,526,196,38472
SHP-010-1,LOT-010-A,NDC-0006-5333-01,27,3,DEPOT-TYO,Quarantined,2025-07-18,2203,743,223,60447
SHP-049-1,LOT-049-A,NDC-0006-5331-01,18,1,DEPOT-NJ,In Transit,2025-07-13,1416,1016,137,26641
SHP-014-1,LOT-014-A,NDC-0006-5333-01,36,3,DEPOT-HH,Quarantined,2025-07-10,2203,584,348,80240
SHP-039-2,LOT-039-B,NDC-0006-5331-01,16,1,DEPOT-NJ,Quarantined,2025-07-14,1507,985,236,25333
SHP-009-2,LOT-009-B,NDC-0006-5332-01,18,2,DEPOT-BLR,Quarantined,2025-07-19,1622,1018,393,30607
SHP-018-3,LOT-018-C,NDC-0006-5331-01,34,1,DEPOT-TYO,Delivered,2025-09-07,1507,683,249,52170
SHP-027-2,LOT-027-B,NDC-0006-5331-01,23,1,DEPOT-HH,Delivered,2025-07-30,1416,1070,360,33998
SHP-027-2,LOT-027-B,NDC-0006-5333-01,10,3,DEPOT-HH,Delivered,2025-07-30,2203,1449,246,23725
SHP-046-3,LOT-046-C,NDC-0006-5332-01,33,2,DEPOT-HH,Quarantined,2025-09-18,1814,815,175,60852
SHP-040-1,LOT-040-A,NDC-0006-5332-01,27,2,DEPOT-HH,Quarantined,2025-07-23,1701,518,343,46788
SHP-033-2,LOT-033-B,NDC-0006-5332-01,20,2,DEPOT-TYO,Delivered,2025-08-07,1701,1404,393,35817
SHP-011-1,LOT-011-A,NDC-0006-5331-01,33,1,DEPOT-NJ,Delivered,2025-07-13,1510,756,187,50773
SHP-012-2,LOT-012-B,NDC-0006-5333-01,6,3,DEPOT-HH,Quarantined,2025-08-02,2203,567,246,14031
SHP-023-1,LOT-023-A,NDC-0006-5331-01,36,1,DEPOT-HH,Quarantined,2025-07-17,1510,958,327,55645
SHP-021-2,LOT-021-B,NDC-0006-5331-01,11,1,DEPOT-NJ,Delivered,2025-08-03,1510,841,178,17629
SHP-045-2,LOT-045-B,NDC-0006-5333-01,15,3,DEPOT-HH,Quarantined,2025-08-01,2312,1391,221,36292
SHP-048-3,LOT-048-C,NDC-0006-5333-01,26,3,DEPOT-NJ,In Transit,2025-09-27,2312,878,166,61156
SHP-043-3,LOT-043-C,NDC-0006-5332-01,29,2,DEPOT-HH,Delivered,2025-09-26,1701,1083,241,50653
SHP-028-3,LOT-028-C,NDC-0006-5333-01,36,3,DEPOT-TYO,Delivered,2025-10-01,2203,876,180,80364
SHP-015-2,LOT-015-B,NDC-0006-5332-01,13,2,DEPOT-NJ,In Transit,2025-08-10,1701,859,102,23074
SHP-019-2,LOT-019-B,NDC-0006-5332-01,19,2,DEPOT-NJ,In Transit,2025-07-29,1701,903,223,33445
SHP-055-2,LOT-055-B,NDC-0006-5332-01,22,2,DEPOT-HH,Delivered,2025-07-27,1814,1019,170,41097
SHP-056-2,LOT-056-B,NDC-0006-5331-01,8,1,DEPOT-TYO,Delivered,2025-08-07,1507,850,205,13111
SHP-015-3,LOT-015-C,NDC-0006-5332-01,26,2,DEPOT-NJ,Quarantined,2025-10-04,1622,1433,204,43809
SHP-025-2,LOT-025-B,NDC-0006-5331-01,10,1,DEPOT-HH,Delivered,2025-07-31,1507,625,110,15805
SHP-046-3,LOT-046-C,NDC-0006-5332-01,33,2,DEPOT-HH,Quarantined,2025-10-08,1701,966,213,57312
SHP-053-2,LOT-053-B,NDC-0006-5333-01,16,3,DEPOT-HH,Delivered,2025-08-19,2203,827,388,36463
SHP-040-1,LOT-040-A,NDC-0006-5331-01,34,1,DEPOT-HH,Quarantined,2025-07-23,1507,792,265,52295
SHP-048-1,LOT-048-A,NDC-0006-5333-01,39,3,DEPOT-NJ,Quarantined,2025-07-20,2203,1312,314,87543
SHP-014-3,LOT-014-C,NDC-0006-5332-01,34,2,DEPOT-HH,In Transit,2025-09-19,1622,1345,299,56792
SHP-049-2,LOT-049-B,NDC-0006-5333-01,14,3,DEPOT-NJ,In Transit,2025-08-17,2203,786,106,31734
SHP-052-2,LOT-052-B,NDC-0006-5333-01,10,3,DEPOT-NJ,In Transit,2025-08-02,2203,1427,151,23608
SHP-024-2,LOT-024-B,NDC-0006-5332-01,13,2,DEPOT-HH,Delivered,2025-08-11,1701,553,130,22796
SHP-044-2,LOT-044-B,NDC-0006-5333-01,12,3,DEPOT-NJ,Delivered,2025-06-12,2203,624,248,27308
SHP-008-3,LOT-008-C,NDC-0006-5333-01,26,3,DEPOT-NJ,Quarantined,2025-09-10,2262,672,237,59721
SHP-015-1,LOT-015-A,NDC-0006-5332-01,35,2,DEPOT-NJ,Delivered,2025-07-12,1814,1447,139,65076
SHP-040-3,LOT-040-C,NDC-0006-5333-01,26,3,DEPOT-HH,Quarantined,2025-10-12,2262,907,363,60082
SHP-001-2,LOT-001-B,NDC-0006-5331-01,13,1,DEPOT-HH,Quarantined,2025-08-18,1507,951,117,20659
SHP-033-3,LOT-033-C,NDC-0006-5333-01,30,3,DEPOT-TYO,Quarantined,2025-09-26,2203,889,303,67282
SHP-004-1,LOT-004-A,NDC-0006-5331-01,33,1,DEPOT-HH,Delivered,2025-07-28,1510,893,348,51071
SHP-034-3,LOT-034-C,NDC-0006-5332-01,25,2,DEPOT-HH,Quarantined,2025-09-07,1701,520,175,43220
SHP-048-2,LOT-048-B,NDC-0006-5331-01,13,1,DEPOT-NJ,Quarantined,2025-07-05,1416,1269,139,19816
SHP-020-3,LOT-020-C,NDC-0006-5331-01,28,1,DEPOT-HH,Quarantined,2025-10-07,1510,1208,155,43643
SHP-020-3,LOT-020-C,NDC-0006-5333-01,25,3,DEPOT-HH,Quarantined,2025-10-07,2312,500,168,58468
SHP-022-1,LOT-022-A,NDC-0006-5333-01,33,3,DEPOT-NJ,Delivered,2025-07-18,2262,1344,226,76216
SHP-042-2,LOT-042-B,NDC-0006-5331-01,9,1,DEPOT-NJ,Quarantined,2025-08-19,1510,909,297,14796
SHP-021-3,LOT-021-C,NDC-0006-5333-01,23,3,DEPOT-NJ,Quarantined,2025-09-14,2312,635,275,54086
SHP-031-1,LOT-031-A,NDC-0006-5332-01,25,2,DEPOT-BLR,Delivered,2025-07-25,1622,807,159,41516
SHP-043-2,LOT-043-B,NDC-0006-5332-01,15,2,DEPOT-HH,In Transit,2025-08-12,1622,1415,295,26040
SHP-004-3,LOT-004-C,NDC-0006-5331-01,30,1,DEPOT-HH,Quarantined,2025-09-16,1507,977,139,46326
SHP-059-1,LOT-059-A,NDC-0006-5332-01,34,2,DEPOT-HH,Quarantined,2025-07-24,1622,932,159,56239
SHP-052-1,LOT-052-A,NDC-0006-5332-01,25,2,DEPOT-NJ,Delivered,2025-07-21,1701,669,119,43313
SHP-056-2,LOT-056-B,NDC-0006-5332-01,22,2,DEPOT-TYO,Delivered,2025-08-12,1622,1289,256,37229
SHP-051-3,LOT-051-C,NDC-0006-5331-01,29,1,DEPOT-HH,Quarantined,2025-09-21,1416,877,107,42048
SHP-042-2,LOT-042-B,NDC-0006-5331-01,9,1,DEPOT-NJ,In Transit,2025-07-13,1416,611,300,13655
SHP-008-3,LOT-008-C,NDC-0006-5331-01,26,1,DEPOT-NJ,Quarantined,2025-09-10,1416,1461,190,38467
SHP-037-3,LOT-037-C,NDC-0006-5333-01,19,3,DEPOT-BLR,Delivered,2025-10-07,2203,725,171,42753
SHP-020-1,LOT-020-A,NDC-0006-5333-01,28,3,DEPOT-HH,Quarantined,2025-07-19,2262,1288,344,64968
SHP-046-3,LOT-046-C,NDC-0006-5331-01,27,1,DEPOT-HH,In Transit,2025-09-17,1416,750,389,39371
SHP-051-3,LOT-051-C,NDC-0006-5331-01,29,1,DEPOT-HH,Quarantined,2025-09-28,1416,979,197,42240
SHP-032-3,LOT-032-C,NDC-0006-5333-01,25,3,DEPOT-HH,Quarantined,2025-09-30,2312,554,298,58652
SHP-034-2,LOT-034-B,NDC-0006-5333-01,15,3,DEPOT-HH,Quarantined,2025-08-15,2312,782,242,35704
SHP-027-1,LOT-027-A,NDC-0006-5333-01,29,3,DEPOT-HH,Delivered,2025-07-22,2262,1372,102,67072
SHP-024-3,LOT-024-C,NDC-0006-5331-01,35,1,DEPOT-HH,Quarantined,2025-09-26,1510,1131,101,54082
SHP-042-1,LOT-042-A,NDC-0006-5331-01,39,1,DEPOT-NJ,Delivered,2025-07-24,1416,657,375,56256
SHP-056-3,LOT-056-C,NDC-0006-5332-01,34,2,DEPOT-TYO,In Transit,2025-09-26,1814,664,130,62470
SHP-004-3,LOT-004-C,NDC-0006-5331-01,30,1,DEPOT-HH,Delivered,2025-09-26,1510,1160,358,46818
SHP-023-3,LOT-023-C,NDC-0006-5331-01,30,1,DEPOT-HH,Quarantined,2025-10-05,1416,922,230,43632
SHP-052-3,LOT-052-C,NDC-0006-5332-01,42,2,DEPOT-NJ,Delivered,2025-09-11,1622,637,113,68874
SHP-060-3,LOT-060-C,NDC-0006-5331-01,25,1,DEPOT-NJ,Delivered,2025-09-21,1510,1349,345,39444
SHP-046-2,LOT-046-B,NDC-0006-5331-01,16,1,DEPOT-HH,Quarantined,2025-08-08,1416,643,100,23399
SHP-035-2,LOT-035-B,NDC-0006-5331-01,17,1,DEPOT-HH,Delivered,2025-07-27,1510,1345,319,27334
SHP-057-3,LOT-057-C,NDC-0006-5333-01,25,3,DEPOT-HH,In Transit,2025-10-09,2312,1363,369,59532
SHP-030-3,LOT-030-C,NDC-0006-5331-01,21,1,DEPOT-HH,Delivered,2025-09-18,1510,894,287,32891
SHP-026-1,LOT-026-A,NDC-0006-5332-01,31,2,DEPOT-HH,Delivered,2025-07-24,1701,686,312,53729
SHP-029-1,LOT-029-A,NDC-0006-5332-01,34,2,DEPOT-TYO,Quarantined,2025-07-22,1701,965,312,59111
SHP-047-3,LOT-047-C,NDC-0006-5331-01,18,1,DEPOT-TYO,Delivered,2025-09-29,1416,1149,288,26925
SHP-056-1,LOT-056-A,NDC-0006-5331-01,31,1,DEPOT-TYO,Delivered,2025-08-07,1510,894,376,48080
SHP-022-1,LOT-022-A,NDC-0006-5331-01,27,1,DEPOT-NJ,Quarantined,2025-07-25,1416,738,323,39293
SHP-011-2,LOT-011-B,NDC-0006-5332-01,8,2,DEPOT-NJ,Delivered,2025-06-26,1814,859,213,15584
SHP-005-3,LOT-005-C,NDC-0006-5331-01,27,1,DEPOT-NJ,Delivered,2025-10-11,1510,1357,398,42525
SHP-022-2,LOT-022-B,NDC-0006-5331-01,12,1,DEPOT-NJ,Delivered,2025-08-12,1507,917,214,19215
SHP-018-3,LOT-018-C,NDC-0006-5333-01,22,3,DEPOT-TYO,Delivered,2025-09-07,2203,1425,253,50144
SHP-016-1,LOT-016-A,NDC-0006-5332-01,34,2,DEPOT-HH,In Transit,2025-07-21,1701,1216,155,59205
SHP-017-3,LOT-017-C,NDC-0006-5333-01,26,3,DEPOT-HH,Quarantined,2025-10-03,2312,1348,242,61702
SHP-003-3,LOT-003-C,NDC-0006-5333-01,22,3,DEPOT-BLR,Quarantined,2025-09-29,2203,952,361,49779
SHP-006-3,LOT-006-C,NDC-0006-5333-01,36,3,DEPOT-HH,Delivered,2025-09-21,2262,825,125,82382
SHP-013-2,LOT-013-B,NDC-0006-5331-01,14,1,DEPOT-BLR,Quarantined,2025-07-24,1507,692,256,22046
SHP-058-1,LOT-058-A,NDC-0006-5331-01,39,1,DEPOT-HH,Quarantined,2025-07-13,1507,1400,138,60311
SHP-033-1,LOT-033-A,NDC-0006-5331-01,32,1,DEPOT-TYO,Quarantined,2025-07-01,1507,844,263,49331
SHP-050-1,LOT-050-A,NDC-0006-5332-01,34,2,DEPOT-HH,Quarantined,2025-07-22,1814,955,391,63022
SHP-017-3,LOT-017-C,NDC-0006-5331-01,33,1,DEPOT-HH,Quarantined,2025-09-21,1510,1183,393,51406
SHP-050-2,LOT-050-B,NDC-0006-5332-01,8,2,DEPOT-HH,Delivered,2025-07-25,1622,892,198,14066
SHP-041-1,LOT-041-A,NDC-0006-5332-01,33,2,DEPOT-NJ,In Transit,2025-07-16,1814,503,133,60498
SHP-006-3,LOT-006-C,NDC-0006-5332-01,21,2,DEPOT-HH,Delivered,2025-09-21,1814,622,303,39019
SHP-053-3,LOT-053-C,NDC-0006-5333-01,32,3,DEPOT-HH,Delivered,2025-09-30,2203,1082,314,71892
SHP-042-3,LOT-042-C,NDC-0006-5332-01,17,2,DEPOT-NJ,In Transit,2025-10-12,1701,827,343,30087
SHP-021-1,LOT-021-A,NDC-0006-5332-01,36,2,DEPOT-NJ,Quarantined,2025-07-01,1814,1213,274,66791
SHP-040-1,LOT-040-A,NDC-0006-5333-01,32,3,DEPOT-HH,Quarantined,2025-07-23,2262,810,330,73524
SHP-036-2,LOT-036-B,NDC-0006-5333-01,12,3,DEPOT-HH,Delivered,2025-07-26,2262,1126,364,28634
SHP-018-1,LOT-018-A,NDC-0006-5333-01,21,3,DEPOT-TYO,Quarantined,2025-06-28,2312,1270,354,50176
SHP-056-3,LOT-056-C,NDC-0006-5333-01,29,3,DEPOT-TYO,Quarantined,2025-10-06,2203,1248,284,65419
SHP-030-1,LOT-030-A,NDC-0006-5332-01,30,2,DEPOT-HH,Delivered,2025-07-25,1622,1195,202,50057
SHP-042-2,LOT-042-B,NDC-0006-5333-01,14,3,DEPOT-NJ,Quarantined,2025-08-19,2203,860,375,32077
SHP-033-3,LOT-033-C,NDC-0006-5332-01,25,2,DEPOT-TYO,Quarantined,2025-09-26,1622,1255,260,42065
SHP-010-1,LOT-010-A,NDC-0006-5331-01,34,1,DEPOT-TYO,Quarantined,2025-07-18,1416,808,141,49093
SHP-005-1,LOT-005-A,NDC-0006-5333-01,31,3,DEPOT-NJ,Quarantined,2025-07-27,2312,623,192,72487
